Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
67589.049,6.215,6.061,2.34,33203.384,1071109.917,"385 Barnes Lock Suite 561
Lake Kellytown, NJ 74310"
77300.031,5.261,6.937,4.49,29499.041,1118047.991,"039 Chan Meadows
South Amandahaven, TN 78068"
65382.888,5.397,7.648,6.08,41723.055,1165253.033,"945 Schneider Villages Apt. 519
West Brittneyburgh, ID 36371-1622"
71145.213,6.152,6.766,2.31,35642.53,1280910.19,"15288 Steven Extensions Suite 209
Zacharybury, KS 87707-6205"
61053.038,5.788,5.687,2.02,40675.774,841122.8824,"8559 Cooper Cove Suite 935
Katherinemouth, NE 81147-6595"
65125.948,5.928,7.058,4.19,37642.785,1228810.745,"90043 White Lane Apt. 673
Williamburgh, DE 67265"
51949.296,6.21,8.051,5.28,35336.063,1086072.071,"40094 Yates Lodge Suite 008
Fergusonborough, LA 87592-4342"
75897.989,5.317,6.768,3.33,34162.671,1204372.295,"17853 Michael Motorway
Danielfurt, MH 28095"
71468.351,6.158,6.361,3.35,43269.033,1345004.12,"48466 Brown Port Apt. 116
South Chelseatown, CO 28752"
53287.992,5.756,7.162,3.32,45152.014,1116902.345,"0205 Rose Crescent
East Ritaside, MD 10967"
61503.041,5.131,7.015,3.12,37650.87,822431.7303,"18941 Ray Ports
East Nicoleland, OR 67363"
68896.049,6.386,8.365,4.47,28394.61,1360623.694,"1515 Watson Fort
Christopherberg, MP 90562"
91159.418,6.536,7.374,3.01,54861.091,2298379.487,"170 Smith Wall
South Christopherhaven, AZ 87521"
63375.348,6.672,7.884,3.41,45633.192,1400498.268,"064 Kaufman River
Danielburgh, CO 09090"
59695.571,5.445,6.033,2.04,20702.803,566848.7321,"295 Angela Harbors
East Patriciaburgh, GA 95388"
63183.89,5.571,7.542,5.08,58691.201,1367586.278,"950 Luis Avenue Suite 364
West Nicole, OR 03658-3559"
61177.808,6.999,7.088,5.13,26396.291,1113373.52,"27945 Clark Tunnel
Kleinmouth, NV 19751-3095"
58642.311,5.21,6.275,3.42,35131.578,721974.5515,"6163 Michael Orchard
Gallagherborough, GA 48395"
53112.278,5.139,6.325,4.25,40367.384,685503.9903,"4158 Drew Plains Apt. 975
Ericaview, MP 60784"
40366.616,4.903,7.617,5.07,16349.365,152071.8747,"503 Howard Pass Apt. 427
Fernandezborough, GA 02514"
62207.476,7.298,7.003,5.38,34317.538,1280431.574,"2084 Carter Highway Suite 935
New Stevenmouth, DE 67121"
57477.951,5.405,7.207,6.35,23649.969,568703.1838,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812"
55630.489,6.283,8.933,6,38943.096,1200764.844,"3407 Preston Pine
East Mark, NY 86626-3319"
72399.306,6.741,7.552,6.15,41662,1607161.637,"719 Raymond Route
West Diane, ME 60200-7803"
89868.892,4.504,7.234,5.45,30101.725,1421715.415,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133"
59801.491,4.21,4.954,2.03,33534.926,311111.2006,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
61957.154,7.841,7.473,4.19,38448.491,1338044.383,"791 Noble Port
Michaelland, OK 69198"
71123.433,6.686,6.169,3.43,44020.144,1417870.983,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617"
55202.705,4.376,8.259,3.4,28424.952,796389.438,"690 Lozano Inlet
Michelleville, AL 07048-6472"
79298.122,7.188,5.337,3.44,15753.267,1310207.133,"3591 Pham Spring Suite 077
Lisaport, CT 43572"
65070.567,7.144,5.58,4.3,24852.565,994897.7278,"Unit 9227 Box 8732
DPO AE 73770"
68494.983,7.23,7.265,5.46,13998.571,1202987.829,"530 Johnson Circles
Cathyborough, MN 30306"
55702.205,5.552,5.649,3.08,40087.796,768751.9005,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
57233.608,7.894,6.037,2.27,37374.919,1211655.305,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596"
85313.885,6.033,6.634,4.21,23974.436,1540418.222,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286"
60224.652,4.676,5.429,3.23,42182.862,712228.4243,"97544 Williams Unions Suite 893
South Harry, ME 21119"
73873.819,6.79,6.631,3.17,33336.327,1525533.407,"844 Hanson Points
East Lisa, ME 83883"
63149.485,7.156,5.519,2.04,37578.847,1034218.402,"171 Rocha Via
Cassandrafort, RI 90064-6234"
58593.794,4.663,6.334,2.04,39287.528,874103.6606,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644"
73839.872,6.446,8.274,4.19,47602.51,1912825.285,"75441 Ritter Corners
North Roberttown, UT 52401-4300"
75984.831,6.726,7.888,4.31,42248.686,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
82145.369,6.541,6.876,4.23,25736.096,1340066.913,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
69017.183,5.777,5.784,3.11,55830.753,1446756.863,"42822 Billy Lights
Tranchester, TX 45052"
75429.179,6.819,7.57,5.48,36769.25,1592768.242,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
69513.539,4.123,7.641,6.08,14054.053,660364.9813,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
57782.417,5.159,6.333,2.46,33426.849,861321.5807,"Unit 2107 Box 1980
DPO AA 76733"
74372.138,6.562,8.185,6.35,34321.96,1648246.774,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
63522.122,5.538,6.952,2.04,31995.525,977135.8857,"720 Vasquez Crest
Roberthaven, OK 57313"
61193.715,7.647,9.087,3.21,33196.06,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
60316.791,4.309,5.564,4.12,33831.894,695386.331,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
58469.912,5.409,4.807,2.26,33547.985,568977.0728,"43340 Thomas Mission Suite 671
Longport, VT 28226"
75179.903,4.596,7.202,5.13,23978.093,935590.8043,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
56186.963,3.992,8.961,5.2,41855.655,984311.7745,"569 Jeremy Orchard
New Randy, RI 27359-4665"
73225.066,5.933,6.869,2.3,61830.54,1796245.808,"81623 Jenna Brook
Davidfort, PR 76020"
74338.928,5.085,5.187,4.07,18057.172,720080.2321,"6548 Christopher Pike
West Adammouth, NJ 07199"
52188.119,5.637,5.807,4.03,42495.755,783808.4025,"56449 Walters Forks
Port Juliaburgh, DE 80081"
83311.104,6.691,8.298,3.16,30386.366,1598615.974,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
72288.675,6.599,7.98,5.11,39146.92,1564125.238,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
54866.216,6.987,7.285,3.46,35192.844,929480.6299,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
85759.658,4.789,8.966,6.22,25897.758,1414495.343,"222 Kevin Walks
North Robertoton, FL 87877"
59453.342,6.291,7.483,6.08,29697.645,837668.1026,"809 May Mills
Yoderburgh, NH 42375-8927"
69878.774,7.218,6.249,4.02,26814.175,1197515.454,"48635 Burch Pine
Lake Ellen, KY 06268"
59243.298,6.73,7.059,4.26,51405.352,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
57853.33,6.5,7.317,4.36,47688.227,1285933.408,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
66643.315,6.393,7.698,4.41,30971.157,1361521.983,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
69248.3,5.959,5.653,2.21,35990.103,1090826.374,"1249 Rodriguez Skyway
East Laura, UT 81039"
75129.721,6.288,7.447,3.37,41620.289,1475319.699,"9699 Gilbert Trail
Port Marymouth, VT 17881"
76209.995,7.009,5.464,4.22,22721.649,1066659.383,"3283 Wu Greens
West Michelleton, AS 48620"
69342.377,6.069,8.018,3.43,21641.973,1117432.98,"814 King Fords
Ortizton, WY 09795"
77630.955,6.81,6.83,2.29,31739.889,1420283.559,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
68929.158,7.591,6.892,3.24,172.611,840272.8649,"178 John Fork Apt. 779
East James, VT 90132"
70990.805,6.015,4.652,2.46,30904.253,1024907.94,"USNS Fuentes
FPO AE 40375"
55860.681,7.752,9.025,5.12,40335.22,1494241.226,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
56380.988,5.706,6.651,4.37,43994.244,1125880.487,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
64306.339,4.807,7.88,4.28,30762.36,1082455.018,"74367 Howard Cliff
Antoniotown, CO 92048"
76547.957,6.503,6.975,3.08,40564.645,1554634.995,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
57101.717,5.493,7.65,6.09,41104.467,1011365.365,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
76192.656,7.304,7.338,6.33,21245.842,1432756.517,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
79585.552,5.779,8.431,4.32,31773.337,1612717.553,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
70759.856,6.368,5.493,4.2,25981.831,973299.8618,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
76907.238,5.206,6.463,4.21,21658.409,679228.9927,"433 Patterson Parkways
East Ryan, RI 32244-3823"
64744.942,5.9,8.468,6.03,28880.018,1270999.939,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
51976.024,5.355,7.376,4.42,36360.169,910211.0189,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
61252.638,5.19,7.192,4.43,40890.266,1026271.796,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
58841.143,7.754,6.916,4.05,39555.071,1496729.536,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
79112.641,6.357,7.852,5.27,33771.74,1490539.058,"8923 Theresa Corner
New Annefort, KS 04537"
76056.289,6.481,8.245,5.4,28470.701,1491838.494,"648 Mark Green
New Aaronberg, MD 57319-9128"
52399.648,6.804,8.971,3.11,18092.13,996771.2482,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
77551.628,5.536,4.679,2.03,35834.493,1064854.309,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
64160.816,5.678,6.535,4.05,32339.006,985749.7874,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
71167.034,7.329,9.442,4.35,35174.871,1952622.402,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
84963.663,7.068,6.207,3.02,40447.011,1754969.162,"758 Chen Ramp
North Angela, IL 06000"
59712.822,5.735,6.98,3.23,42601.843,1122240.364,"USNS Webb
FPO AP 49097"
77733.731,5.625,5.968,3.23,32074.576,1236931.728,"672 Larson Ramp
Robertside, NC 16903"
85707.079,4.374,6.35,4.47,10424.416,966084.4204,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
70280.361,4.729,5.013,4.4,39662.742,852268.6717,"Unit 0180 Box 6419
DPO AP 42418-5393"
69330.741,7.319,6.253,2,30097.836,1280669.873,"3556 John Mountains Suite 339
West Michael, KS 02710"
72988.706,5.959,5.748,3.36,50566.645,1190213.513,"6925 Sherry Run
Mcdonaldville, VT 76937"
65697.821,5.728,7.282,4.2,28742.126,1123851.141,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
76245.218,7.956,7.826,3.12,32016.235,1689120.427,"7683 Susan Circles
Jimenezview, ID 13223-8250"
53546.872,7.175,8.344,3.49,45504.204,1573347.788,"7336 Joyce Street
Ryanberg, OH 51245"
73643.057,6.767,8.337,3.34,43152.14,1696977.663,"127 Sharp Well
North Bernardbury, IA 84600"
84774.451,7.02,5.451,2.27,32383.555,1414286.724,"Unit 1747 Box 4835
DPO AE 80269"
58140.94,5.065,6.649,2.27,49337.532,755292.1144,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
61881.164,6.294,6.048,2.31,21397.449,714706.4289,"499 Mcintosh Parks
Alexandraport, MN 57727"
75312.26,5.365,6.667,4.09,9487.922,944001.5583,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
81328.807,6.483,6.909,3.01,31231.544,1523136.485,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
77931.476,6.502,6.648,3.33,23182.605,1422916.811,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
84602.597,7.097,7.008,6.11,39683.438,1945618.658,"1391 Kimberly Port
Smithhaven, WA 19630"
72445.033,5.488,6.509,2.48,69553.988,1726719.067,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
57497.128,6.674,7.525,5.17,43204.158,1051123.833,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
87266.34,8.249,7.234,5,45161.188,2249122.541,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
62431.938,6.799,8.6,4.48,44115.983,1523915.145,"9249 Robert Cliffs
New Susan, AR 48038"
72107.428,4.542,6.982,3,29981.347,1039517.534,"Unit 5105 Box 8178
DPO AP 03939"
55577.072,6.534,7.163,3.47,19560.012,818057.8953,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
62327.894,5.234,7.285,4.43,43364.428,1115466.585,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
73931.143,5.662,6.981,2.46,29568.959,1258178.804,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
63429.275,6.363,8.441,3.31,37998.997,1435423.708,"Unit 1395 Box 3341
DPO AE 13371-5663"
73423.903,5.975,5.811,3.49,34711.782,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
75175.873,8.562,5.197,2.07,22367.482,1425603.495,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
56636.246,6.257,7.863,4.5,28139.368,1048350.692,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
67665.94,6.467,6.334,3.41,24758.489,1214482.379,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
65986.818,4.532,6.861,2.15,24056.604,821859.0657,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
54273.915,5.551,6.799,4.44,24233.061,753652.2718,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
75547.842,3.992,7.333,6.12,40043.102,1220001.334,"914 Harry Bypass
Mccannborough, FL 87366"
70151.087,6.724,7.707,5.41,15255.238,1075675.108,"USNV Williams
FPO AA 55365-5477"
74449.122,6.224,7.393,3.1,24837.591,1396082.352,"408 Davis Lakes
Arianaton, TN 06641"
66919.64,7.826,7.321,6.03,18867.782,1137801.933,"91853 Ford Drive
Princechester, PW 94622-8419"
68473.863,5.747,6.232,2.19,43146.982,1159953.593,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
76113.217,6.378,7.736,5.07,26481.512,1487849.876,"8231 Douglas Pines
Michaelbury, IN 40415"
61212.195,6.409,5.538,3.5,32045.56,1103072.439,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
59768.806,5.806,7.426,3.48,26202.631,897291.1153,"637 Jesse Mountain
South Amanda, ME 03675-4416"
78847.536,5.573,7.027,3.26,20653.898,1214320.574,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
75735.343,5.762,8.066,5.28,37268.27,1364363.375,"7874 Reynolds Road
Rileystad, WY 26189"
77847.349,5.24,7.283,3.21,30231.808,1249092.928,"USNS Beard
FPO AP 37680-7514"
56231.162,5.46,5.015,2.47,52657.034,946479.2349,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
89163.499,4.693,6.011,2.27,44016.147,1659805.184,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
62377.064,6.29,7.218,4.46,39075.956,1285399.565,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
68864.282,6.002,4.967,4.17,29802.321,898281.9025,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
82440.896,6.292,7.037,5.04,27545.53,1483848.169,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
60948.881,7.162,6.225,2.36,39754.388,1353488.416,"366 Nancy Lock Suite 459
Grantland, FM 70532"
69729.606,6.168,7.241,5.11,31719.743,1268703.811,"029 Smith Plains
Lindseyville, NV 06256-8392"
75491.8,6.299,7.33,6.14,26013.68,1448573.845,"USS Walker
FPO AP 95931-9404"
80648.066,6.355,5.882,3.49,35091.956,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
84036.599,7.734,5.74,4.21,32766.602,1511537.745,"PSC 5629, Box 1683
APO AA 30380-2875"
76590.377,5.94,7.692,3.31,40643.078,1662038.759,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
63534.456,6.47,8.018,3.23,38128.984,1166673.195,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
67269.996,6.326,7.473,6.39,41780.474,1375633.373,"31512 Karina Street
Lake Aaron, UT 10919"
50887.44,4.459,7.064,4.16,47731.011,839638.461,"93436 Robin Greens
Combsside, KY 24257-6372"
80597.112,6.441,7.661,3.1,34487.575,1638265.395,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
66041.124,6.494,8.219,5.15,40163.971,1385400.456,"1993 Gibson Freeway
Lake Michael, WI 24423"
81316.38,4.133,7.204,3.36,35589.595,1153233.241,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
67877.029,5.322,7.959,5.28,43300.955,1370178.474,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
69306.958,5.563,6.939,2.02,36851.384,1181877.183,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
61200.726,5.3,6.235,4.23,42789.692,894251.0686,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
70619.167,5.89,7.936,5.15,37865.649,1421135.815,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
69910.852,5.9,5.631,4.04,38440.737,1028964.474,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
64889.219,3.727,7.655,3.2,25904.98,923508.1257,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
69900.134,6.327,8.367,6.34,32679.188,1599634.465,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
79045.04,5.54,8.203,5.26,24721.959,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
76460.221,7.031,6.63,4.16,46851.042,1748782.809,"0091 Park Junction
Port Leslie, AZ 49290"
58307.728,6.381,8.309,4.07,25509.07,1150877.735,"478 Charles Trail
West Christopher, NH 85839"
56679.016,5.097,8.971,5.49,40785.027,1110598.755,"361 Stephen Burgs
North Michaelview, AL 42767"
58823.05,5.711,7.168,4.21,38682.569,1159207.085,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
80836.345,5.767,7.422,3.02,49864.47,1811377.221,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
67710.113,5.854,8.483,4.18,25222.462,1267443.398,"566 Eric Ford
Jasonmouth, CO 83797-1879"
70027.647,7.336,5.361,3.22,40512.817,1352547.693,"69659 Owens Path Apt. 651
North Michael, FM 93545"
36100.444,5.778,5.497,2.29,44901.857,599504.0193,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
67217.486,4.617,6.265,4.19,23999.755,717213.2688,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
63657.276,6.415,5.811,3.43,36391.925,1008712.575,"0022 Young Rest
Lake Kevin, CA 25438-1821"
71468.272,5.483,5.49,3.25,36377.837,1071596.112,"7235 Tammy Islands
Dawnfort, NM 54549"
62989.511,6.551,6.6,4.46,36913.351,1397341.856,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
69327.26,6.163,7.11,6.45,31054.775,1313304.588,"778 Gomez Centers
South Meagan, DE 82655-5020"
94902.237,6.371,8.424,3.01,41662.084,2106510.863,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
79579.205,4.827,7.112,3.44,31756.406,1306458.906,"Unit 4693 Box 5974
DPO AP 07885-8587"
73756.119,5.251,6.405,3.29,59485.066,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165"
65873.939,7.309,8.563,4.49,39785.628,1582765.592,"25551 Barrera Roads
New Teresa, MI 82737-9223"
52934.436,6.027,6.464,3.44,46520.692,847155.0413,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
82830.594,5.934,7.125,4.13,32026.912,1342245.969,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
73930.84,5.282,7.681,4.16,42702.403,1363086.905,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
58557.131,5.302,7.035,6.4,54167.342,1275318.562,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
51718.355,7.509,7.109,3.11,49639.173,1285923.734,"855 Carol Burgs
Frazierchester, MS 46812-0037"
69807.723,7.424,7.258,3.38,51453.265,1789607.526,"595 Daniel Manors
Jamesstad, CO 07651"
79627.629,4.693,6.287,2.15,31638.855,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
97112.361,5.915,6.134,3.1,51470.068,1917583.999,"35841 Christine Shore
Wallmouth, NC 98956-5357"
74354.23,6.85,6.147,4.39,30091.117,1370274.387,"59942 David Brook Suite 114
East John, DC 09236-7627"
72481.026,5.98,8.459,3.07,45160.102,1677204.246,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
73093.486,5.695,5.78,2.37,41796.126,1439714.281,"514 Martin Ford
Smithmouth, OR 69870"
51992.743,7.186,7.138,3.32,21759.506,1012262.712,"073 Martinez Neck Suite 992
North Sara, MA 27515"
66484.048,4.826,9.07,3.37,51712.144,1511743.129,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
81182.154,5.252,7.189,4.42,34141.188,1131154.518,"9758 James Stream
Port Bryanview, ID 99846-0784"
79103.943,3.787,7.421,4.47,25767.819,764860.4627,"247 Betty Mall Suite 117
North Samantha, DE 69390"
75070.263,6.68,6.261,2.29,44682.757,1681316.362,"138 Coleman Parks
West Travis, PW 22854"
44688.564,5.48,6.485,3.17,25120.992,291724.2456,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
73726.18,3.994,7.106,3.13,28666.771,1013252.209,"9222 Gross Cove
Lake Davidshire, CT 71099"
64038.994,4.026,7.527,4.28,54130.976,1194709.628,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
69896.519,5.98,7.992,4.25,38180.822,1463003.056,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
73723.455,6.529,9.152,6.5,24723.279,1453327.916,"Unit 5439 Box 2269
DPO AE 18066-3647"
79996.611,6.114,6.745,3.2,28067.632,1291506.386,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
61538.908,7.234,7.381,6.29,51154.133,1625508.013,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
47065.053,5.768,7.266,5.49,24125.876,566896.2123,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
82381.549,4.696,8.046,4.14,36655.129,1468513.244,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
80857.442,4.802,8.837,3.12,44385.312,1573105.981,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
60893.764,4.129,7.523,5.18,49076.757,968360.5234,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
66356.06,7.481,6.726,3.19,38022.838,1309985.887,"8220 Cindy Land
Brownland, MA 40384"
78438.369,7.475,4.995,4.26,35220.383,1361219.3,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
61215.577,7.488,8.792,6.14,36495.171,1465120.47,"4542 Sanchez Stream
New Steven, IN 42368-9011"
64907.98,6.766,7.806,5.4,46677.274,1571464.965,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
80008.668,4.847,8.673,5.41,45889.89,1629098.182,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
71356.303,5.157,7.175,5.18,36998.48,1182335.68,"20215 Chase Groves
New Frank, IA 76417-4251"
72432.7,5.877,5.762,3.2,35039.469,1010813.709,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
67284.475,5.436,6.449,3.3,24942.886,924728.5374,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
62653.092,6.544,7.884,3.28,41467.868,1382110.278,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
63968.609,6.429,8.6,3.32,27404.5,1366727.663,"9111 Amy Landing
Port Andrewbury, PA 60420"
74233.946,6.495,6.618,4.02,32875.769,1297849.764,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
59729.253,7.561,7.27,6.47,31202.187,1196687.687,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
